-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000952, 0.002666, 
-0.001903, 0.005331, 
-0.002852, 0.007992, 
-0.003800, 0.010648, 
-0.004746, 0.013297, 
-0.005688, 0.015938, 
-0.006627, 0.018569, 
-0.007562, 0.021188, 
-0.008492, 0.023794, 
-0.009417, 0.026384, 
-0.010336, 0.028958, 
-0.011248, 0.031514, 
-0.012153, 0.034050, 
-0.013050, 0.036564, 
-0.013939, 0.039056, 
-0.014820, 0.041522, 
-0.015691, 0.043963, 
-0.016552, 0.046375, 
-0.017402, 0.048759, 
-0.018242, 0.051111, 
-0.019070, 0.053431, 
-0.019886, 0.055718, 
-0.020690, 0.057969, 
-0.021480, 0.060184, 
-0.022257, 0.062360, 
-0.023020, 0.064498, 
-0.023768, 0.066594, 
-0.024501, 0.068649, 
-0.025219, 0.070660, 
-0.025921, 0.072626, 
-0.026606, 0.074547, 
-0.027275, 0.076420, 
-0.027927, 0.078246, 
-0.028560, 0.080021, 
-0.029176, 0.081747, 
-0.029773, 0.083420, 
-0.030352, 0.085041, 
-0.030911, 0.086608, 
-0.031451, 0.088121, 
-0.031971, 0.089578, 
-0.032471, 0.090978, 
-0.032950, 0.092321, 
-0.033409, 0.093606, 
-0.033846, 0.094831, 
-0.034262, 0.095996, 
-0.034656, 0.097101, 
-0.035029, 0.098145, 
-0.035379, 0.099126, 
-0.035707, 0.100045, 
-0.036013, 0.100901, 
-0.036295, 0.101693, 
-0.036555, 0.102421, 
-0.036792, 0.103084, 
-0.037005, 0.103682, 
-0.037195, 0.104215, 
-0.037362, 0.104681, 
-0.037505, 0.105082, 
-0.037624, 0.105416, 
-0.037719, 0.105684, 
-0.037791, 0.105884, 
-0.037839, 0.106018, 
-0.037863, 0.106085, 
-0.037863, 0.106085, 
-0.037839, 0.106018, 
-0.037791, 0.105884, 
-0.037719, 0.105684, 
-0.037624, 0.105416, 
-0.037505, 0.105082, 
-0.037362, 0.104681, 
-0.037195, 0.104215, 
-0.037005, 0.103682, 
-0.036792, 0.103084, 
-0.036555, 0.102421, 
-0.036295, 0.101693, 
-0.036013, 0.100901, 
-0.035707, 0.100045, 
-0.035379, 0.099126, 
-0.035029, 0.098145, 
-0.034656, 0.097101, 
-0.034262, 0.095996, 
-0.033846, 0.094831, 
-0.033409, 0.093606, 
-0.032950, 0.092321, 
-0.032471, 0.090978, 
-0.031971, 0.089578, 
-0.031451, 0.088121, 
-0.030911, 0.086608, 
-0.030352, 0.085041, 
-0.029773, 0.083420, 
-0.029176, 0.081747, 
-0.028560, 0.080021, 
-0.027927, 0.078246, 
-0.027275, 0.076420, 
-0.026606, 0.074547, 
-0.025921, 0.072626, 
-0.025219, 0.070660, 
-0.024501, 0.068649, 
-0.023768, 0.066594, 
-0.023020, 0.064498, 
-0.022257, 0.062360, 
-0.021480, 0.060184, 
-0.020690, 0.057969, 
-0.019886, 0.055718, 
-0.019070, 0.053431, 
-0.018242, 0.051111, 
-0.017402, 0.048759, 
-0.016552, 0.046375, 
-0.015691, 0.043963, 
-0.014820, 0.041522, 
-0.013939, 0.039056, 
-0.013050, 0.036564, 
-0.012153, 0.034050, 
-0.011248, 0.031514, 
-0.010336, 0.028958, 
-0.009417, 0.026384, 
-0.008492, 0.023794, 
-0.007562, 0.021188, 
-0.006627, 0.018569, 
-0.005688, 0.015938, 
-0.004746, 0.013297, 
-0.003800, 0.010648, 
-0.002852, 0.007992, 
-0.001903, 0.005331, 
-0.000952, 0.002666, 
-0.000000, 0.000000, 
0.000952, -0.002666, 
0.001903, -0.005331, 
0.002852, -0.007992, 
0.003800, -0.010648, 
0.004746, -0.013297, 
0.005688, -0.015938, 
0.006627, -0.018569, 
